Model, Phase, Block, Item, Response, Clusters number
SUSTAIN, generalization, 76, 55, 2, 15,
SUSTAIN, generalization, 76, 15, 2, 15,
SUSTAIN, generalization, 76, 34, 1.0, 16,
SUSTAIN, generalization, 76, 39, 1, 16,
SUSTAIN, generalization, 76, 29, 2, 16,
SUSTAIN, generalization, 76, 51, 1, 16,
SUSTAIN, generalization, 76, 41, 2.0, 17,
SUSTAIN, generalization, 76, 26, 2, 17,
SUSTAIN, generalization, 76, 17, 1.0, 18,
SUSTAIN, generalization, 76, 46, 2, 18,
SUSTAIN, generalization, 76, 47, 1.0, 19,
SUSTAIN, generalization, 76, 49, 1, 19,
SUSTAIN, generalization, 76, 64, 1, 19,
SUSTAIN, generalization, 76, 58, 2, 19,
SUSTAIN, generalization, 76, 9, 1, 19,
SUSTAIN, generalization, 76, 45, 2, 19,
SUSTAIN, generalization, 76, 28, 2, 19,
SUSTAIN, generalization, 76, 25, 2.0, 20,
SUSTAIN, generalization, 76, 42, 2, 20,
SUSTAIN, generalization, 76, 7, 1, 20,
SUSTAIN, generalization, 76, 16, 1.0, 21,
SUSTAIN, generalization, 76, 54, 2, 21,
SUSTAIN, generalization, 76, 59, 1.0, 22,
SUSTAIN, generalization, 76, 33, 1, 22,
SUSTAIN, generalization, 76, 10, 1, 22,
SUSTAIN, generalization, 76, 30, 1.0, 23,
SUSTAIN, generalization, 76, 62, 2, 23,
SUSTAIN, generalization, 76, 1, 2, 23,
SUSTAIN, generalization, 76, 12, 2, 23,
SUSTAIN, generalization, 76, 60, 1, 23,
SUSTAIN, generalization, 76, 56, 2, 23,
SUSTAIN, generalization, 76, 38, 1, 23,
SUSTAIN, generalization, 76, 19, 1, 23,
SUSTAIN, generalization, 76, 5, 1.0, 24,
SUSTAIN, generalization, 77, 18, 1, 6,
SUSTAIN, generalization, 77, 38, 1.0, 7,
SUSTAIN, generalization, 77, 51, 1.0, 8,
SUSTAIN, generalization, 77, 62, 2, 8,
SUSTAIN, generalization, 77, 55, 2, 8,
SUSTAIN, generalization, 77, 29, 1, 8,
SUSTAIN, generalization, 77, 54, 2, 8,
SUSTAIN, generalization, 77, 12, 1, 8,
SUSTAIN, generalization, 77, 33, 2.0, 9,
SUSTAIN, generalization, 77, 44, 1, 9,
SUSTAIN, generalization, 77, 53, 1, 9,
SUSTAIN, generalization, 77, 32, 2.0, 10,
SUSTAIN, generalization, 77, 4, 1, 10,
SUSTAIN, generalization, 77, 5, 1.0, 11,
SUSTAIN, generalization, 77, 26, 2, 11,
SUSTAIN, generalization, 77, 8, 2.0, 12,
SUSTAIN, generalization, 77, 21, 2.0, 13,
SUSTAIN, generalization, 77, 31, 2, 13,
SUSTAIN, generalization, 77, 40, 2, 13,
SUSTAIN, generalization, 77, 64, 1, 13,
SUSTAIN, generalization, 77, 58, 1.0, 14,
SUSTAIN, generalization, 77, 24, 2, 14,
SUSTAIN, generalization, 77, 47, 2, 14,
SUSTAIN, generalization, 77, 56, 2, 14,
SUSTAIN, generalization, 77, 15, 1.0, 15,
SUSTAIN, generalization, 77, 63, 2, 15,
SUSTAIN, generalization, 77, 45, 2.0, 16,
SUSTAIN, generalization, 77, 57, 1, 16,
SUSTAIN, generalization, 77, 1, 2, 16,
SUSTAIN, generalization, 77, 2, 1, 16,
SUSTAIN, generalization, 77, 17, 2.0, 17,
SUSTAIN, generalization, 77, 37, 1, 17,
SUSTAIN, generalization, 77, 59, 1, 17,
SUSTAIN, generalization, 77, 41, 2, 17,
SUSTAIN, generalization, 77, 35, 1.0, 18,
SUSTAIN, generalization, 77, 61, 1.0, 19,
SUSTAIN, generalization, 77, 48, 1.0, 20,
SUSTAIN, generalization, 77, 52, 1, 20,
SUSTAIN, generalization, 77, 19, 2, 20,
SUSTAIN, generalization, 77, 50, 1, 20,
SUSTAIN, generalization, 77, 27, 1, 20,
SUSTAIN, generalization, 77, 16, 1, 20,
SUSTAIN, generalization, 77, 25, 2, 20,
SUSTAIN, generalization, 77, 20, 2, 20,
SUSTAIN, generalization, 77, 3, 1, 20,
SUSTAIN, generalization, 77, 42, 1.0, 21,
SUSTAIN, generalization, 77, 22, 2, 21,
SUSTAIN, generalization, 77, 30, 1, 21,
SUSTAIN, generalization, 77, 46, 2, 21,
SUSTAIN, generalization, 77, 9, 1, 21,
SUSTAIN, generalization, 77, 14, 1, 21,
SUSTAIN, generalization, 77, 23, 2.0, 22,
SUSTAIN, generalization, 77, 10, 1, 22,
SUSTAIN, generalization, 77, 28, 1.0, 23,
SUSTAIN, generalization, 77, 36, 1, 23,
SUSTAIN, generalization, 77, 11, 1, 23,
SUSTAIN, generalization, 77, 6, 1, 23,
SUSTAIN, generalization, 77, 49, 1.0, 24,
SUSTAIN, generalization, 77, 7, 2, 24,
SUSTAIN, generalization, 77, 39, 2.0, 25,
SUSTAIN, generalization, 77, 13, 1.0, 26,
SUSTAIN, generalization, 77, 60, 1, 26,
SUSTAIN, generalization, 77, 34, 2, 26,
SUSTAIN, generalization, 77, 43, 1, 26,
SUSTAIN, generalization, 78, 51, 1.0, 7,
SUSTAIN, generalization, 78, 41, 2.0, 8,
SUSTAIN, generalization, 78, 37, 2.0, 9,
SUSTAIN, generalization, 78, 30, 2, 9,
SUSTAIN, generalization, 78, 9, 1, 9,
SUSTAIN, generalization, 78, 20, 1.0, 10,
SUSTAIN, generalization, 78, 23, 1, 10,
SUSTAIN, generalization, 78, 38, 2, 10,
SUSTAIN, generalization, 78, 28, 1, 10,
SUSTAIN, generalization, 78, 54, 2, 10,
SUSTAIN, generalization, 78, 13, 1, 10,
SUSTAIN, generalization, 78, 1, 2, 10,
SUSTAIN, generalization, 78, 24, 1.0, 11,
SUSTAIN, generalization, 78, 45, 2, 11,
SUSTAIN, generalization, 78, 29, 2, 11,
SUSTAIN, generalization, 78, 17, 1, 11,
SUSTAIN, generalization, 78, 15, 2.0, 12,
SUSTAIN, generalization, 78, 44, 2.0, 13,
SUSTAIN, generalization, 78, 7, 2, 13,
SUSTAIN, generalization, 78, 12, 1, 13,
SUSTAIN, generalization, 78, 55, 2, 13,
SUSTAIN, generalization, 78, 27, 1.0, 14,
SUSTAIN, generalization, 78, 58, 2.0, 15,
SUSTAIN, generalization, 78, 6, 1.0, 16,
SUSTAIN, generalization, 78, 11, 1, 16,
SUSTAIN, generalization, 78, 47, 2, 16,
SUSTAIN, generalization, 78, 52, 1, 16,
SUSTAIN, generalization, 78, 21, 1, 16,
SUSTAIN, generalization, 78, 39, 1.0, 17,
SUSTAIN, generalization, 78, 36, 2, 17,
SUSTAIN, generalization, 78, 16, 2, 17,
SUSTAIN, generalization, 78, 35, 1, 17,
SUSTAIN, generalization, 78, 31, 1, 17,
SUSTAIN, generalization, 78, 50, 1, 17,
SUSTAIN, generalization, 78, 59, 2, 17,
SUSTAIN, generalization, 78, 53, 1, 17,
SUSTAIN, generalization, 78, 49, 2, 17,
SUSTAIN, generalization, 78, 22, 1, 17,
SUSTAIN, generalization, 78, 46, 2, 17,
SUSTAIN, generalization, 78, 40, 1, 17,
SUSTAIN, generalization, 78, 56, 2, 17,
SUSTAIN, generalization, 78, 5, 1, 17,
SUSTAIN, generalization, 78, 60, 1.0, 18,
SUSTAIN, generalization, 78, 4, 1, 18,
SUSTAIN, generalization, 78, 43, 2, 18,
SUSTAIN, generalization, 78, 32, 1, 18,
SUSTAIN, generalization, 78, 10, 1, 18,
SUSTAIN, generalization, 78, 14, 2, 18,
SUSTAIN, generalization, 78, 26, 1, 18,
SUSTAIN, generalization, 78, 42, 2, 18,
SUSTAIN, generalization, 78, 63, 2, 18,
SUSTAIN, generalization, 78, 62, 2, 18,
SUSTAIN, generalization, 78, 19, 1, 18,
SUSTAIN, generalization, 78, 25, 2.0, 19,
SUSTAIN, generalization, 78, 48, 1.0, 20,
SUSTAIN, generalization, 78, 64, 1, 20,
SUSTAIN, generalization, 78, 3, 1, 20,
SUSTAIN, generalization, 78, 34, 1.0, 21,
SUSTAIN, generalization, 78, 33, 1, 21,
SUSTAIN, generalization, 78, 8, 1.0, 22,
SUSTAIN, generalization, 78, 18, 1.0, 23,
SUSTAIN, generalization, 78, 57, 2, 23,
SUSTAIN, generalization, 78, 2, 1, 23,
SUSTAIN, generalization, 78, 61, 1, 23,
SUSTAIN, generalization, 79, 14, 2.0, 7,
SUSTAIN, generalization, 79, 62, 2, 7,
SUSTAIN, generalization, 79, 64, 1, 7,
SUSTAIN, generalization, 79, 37, 1.0, 8,
SUSTAIN, generalization, 79, 56, 2, 8,
SUSTAIN, generalization, 79, 52, 1.0, 9,
SUSTAIN, generalization, 79, 22, 2, 9,
SUSTAIN, generalization, 79, 47, 2, 9,
SUSTAIN, generalization, 79, 30, 1, 9,
SUSTAIN, generalization, 79, 58, 2.0, 10,
SUSTAIN, generalization, 79, 44, 1, 10,
SUSTAIN, generalization, 79, 39, 1, 10,
SUSTAIN, generalization, 79, 18, 1, 10,
SUSTAIN, generalization, 79, 29, 1, 10,
SUSTAIN, generalization, 79, 7, 1.0, 11,
SUSTAIN, generalization, 79, 63, 2, 11,
SUSTAIN, generalization, 79, 23, 1.0, 12,
SUSTAIN, generalization, 79, 11, 1, 12,
SUSTAIN, generalization, 79, 54, 1, 12,
SUSTAIN, generalization, 79, 33, 2.0, 13,
SUSTAIN, generalization, 79, 45, 1, 13,
SUSTAIN, generalization, 79, 10, 1, 13,
SUSTAIN, generalization, 79, 8, 1, 13,
SUSTAIN, generalization, 79, 32, 2.0, 14,
SUSTAIN, generalization, 79, 34, 2, 14,
SUSTAIN, generalization, 79, 12, 2, 14,
SUSTAIN, generalization, 79, 60, 1, 14,
SUSTAIN, generalization, 79, 20, 2.0, 15,
SUSTAIN, generalization, 79, 57, 2, 15,
SUSTAIN, generalization, 79, 19, 2, 15,
SUSTAIN, generalization, 79, 40, 2, 15,
SUSTAIN, generalization, 79, 27, 1.0, 16,
SUSTAIN, generalization, 79, 38, 1, 16,
SUSTAIN, generalization, 79, 3, 1, 16,
SUSTAIN, generalization, 79, 53, 1, 16,
SUSTAIN, generalization, 79, 25, 2, 16,
SUSTAIN, generalization, 79, 36, 1, 16,
SUSTAIN, generalization, 79, 4, 1.0, 17,
SUSTAIN, generalization, 79, 2, 1, 17,
SUSTAIN, generalization, 79, 35, 1, 17,
SUSTAIN, generalization, 79, 41, 2, 17,
SUSTAIN, generalization, 79, 26, 1, 17,
SUSTAIN, generalization, 79, 59, 2, 17,
SUSTAIN, generalization, 79, 16, 1.0, 18,
SUSTAIN, generalization, 79, 24, 1, 18,
SUSTAIN, generalization, 79, 50, 2, 18,
SUSTAIN, generalization, 79, 9, 1, 18,
SUSTAIN, generalization, 79, 61, 1.0, 19,
SUSTAIN, generalization, 79, 31, 2, 19,
SUSTAIN, generalization, 79, 43, 1.0, 20,
SUSTAIN, generalization, 79, 28, 1, 20,
SUSTAIN, generalization, 79, 51, 1, 20,
SUSTAIN, generalization, 79, 55, 2, 20,
SUSTAIN, generalization, 79, 42, 1, 20,
SUSTAIN, generalization, 79, 49, 1.0, 21,
SUSTAIN, generalization, 79, 21, 2, 21,
SUSTAIN, generalization, 79, 15, 1, 21,
SUSTAIN, generalization, 79, 13, 2, 21,
SUSTAIN, generalization, 79, 46, 1.0, 22,
SUSTAIN, generalization, 79, 1, 2, 22,
SUSTAIN, generalization, 79, 5, 1, 22,
SUSTAIN, generalization, 79, 48, 1.0, 23,
SUSTAIN, generalization, 79, 6, 1, 23,
SUSTAIN, generalization, 79, 17, 1.0, 24,
SUSTAIN, generalization, 80, 62, 2, 6,
SUSTAIN, generalization, 80, 35, 2.0, 7,
SUSTAIN, generalization, 80, 60, 2, 7,
SUSTAIN, generalization, 80, 27, 2, 7,
SUSTAIN, generalization, 80, 6, 2.0, 8,
SUSTAIN, generalization, 80, 34, 2, 8,
SUSTAIN, generalization, 80, 54, 2, 8,
SUSTAIN, generalization, 80, 15, 2, 8,
SUSTAIN, generalization, 80, 1, 2, 8,
SUSTAIN, generalization, 80, 57, 1.0, 9,
SUSTAIN, generalization, 80, 42, 1.0, 10,
SUSTAIN, generalization, 80, 16, 1.0, 11,
SUSTAIN, generalization, 80, 25, 1.0, 12,
SUSTAIN, generalization, 80, 56, 2, 12,
SUSTAIN, generalization, 80, 26, 1, 12,
SUSTAIN, generalization, 80, 31, 2.0, 13,
SUSTAIN, generalization, 80, 52, 1.0, 14,
SUSTAIN, generalization, 80, 36, 2, 14,
SUSTAIN, generalization, 80, 49, 1, 14,
SUSTAIN, generalization, 80, 45, 2.0, 15,
SUSTAIN, generalization, 80, 47, 2, 15,
SUSTAIN, generalization, 80, 39, 2, 15,
SUSTAIN, generalization, 80, 32, 2, 15,
SUSTAIN, generalization, 80, 17, 1, 15,
SUSTAIN, generalization, 80, 7, 2, 15,
SUSTAIN, generalization, 80, 9, 1, 15,
SUSTAIN, generalization, 80, 21, 1.0, 16,
SUSTAIN, generalization, 80, 33, 1, 16,
SUSTAIN, generalization, 80, 22, 1, 16,
SUSTAIN, generalization, 80, 4, 1, 16,
SUSTAIN, generalization, 80, 64, 1, 16,
SUSTAIN, generalization, 80, 38, 1.0, 17,
SUSTAIN, generalization, 80, 3, 1, 17,
SUSTAIN, generalization, 80, 14, 2, 17,
SUSTAIN, generalization, 80, 41, 1, 17,
SUSTAIN, generalization, 80, 8, 1, 17,
SUSTAIN, generalization, 80, 40, 2.0, 18,
SUSTAIN, generalization, 80, 13, 1, 18,
SUSTAIN, generalization, 80, 43, 1, 18,
SUSTAIN, generalization, 80, 5, 2, 18,
SUSTAIN, generalization, 80, 61, 2, 18,
SUSTAIN, generalization, 80, 59, 2.0, 19,
SUSTAIN, generalization, 80, 29, 2.0, 20,
SUSTAIN, generalization, 80, 28, 2, 20,
SUSTAIN, generalization, 80, 46, 2, 20,
SUSTAIN, generalization, 80, 48, 2, 20,
SUSTAIN, generalization, 80, 50, 1, 20,
SUSTAIN, generalization, 80, 53, 1, 20,
SUSTAIN, generalization, 80, 30, 2, 20,
SUSTAIN, generalization, 80, 63, 2, 20,
SUSTAIN, generalization, 80, 20, 1, 20,
SUSTAIN, generalization, 80, 2, 1, 20,
SUSTAIN, generalization, 80, 55, 2, 20,
SUSTAIN, generalization, 80, 44, 2, 20,
SUSTAIN, generalization, 80, 18, 2.0, 21,
SUSTAIN, generalization, 80, 12, 2.0, 22,
SUSTAIN, generalization, 80, 10, 1, 22,
SUSTAIN, generalization, 80, 37, 1, 22,
SUSTAIN, generalization, 80, 24, 2.0, 23,
SUSTAIN, generalization, 80, 58, 1, 23,
SUSTAIN, generalization, 80, 23, 2, 23,
SUSTAIN, generalization, 80, 19, 2, 23,
SUSTAIN, generalization, 80, 51, 1, 23,
SUSTAIN, generalization, 80, 11, 2, 23,
SUSTAIN, generalization, 81, 11, 1, 8,
SUSTAIN, generalization, 81, 60, 2, 8,
SUSTAIN, generalization, 81, 35, 1.0, 9,
SUSTAIN, generalization, 81, 38, 1, 9,
SUSTAIN, generalization, 81, 28, 1, 9,
SUSTAIN, generalization, 81, 15, 1.0, 10,
SUSTAIN, generalization, 81, 10, 1, 10,
SUSTAIN, generalization, 81, 58, 1.0, 11,
SUSTAIN, generalization, 81, 4, 1, 11,
SUSTAIN, generalization, 81, 51, 2.0, 12,
SUSTAIN, generalization, 81, 36, 1, 12,
SUSTAIN, generalization, 81, 9, 1, 12,
SUSTAIN, generalization, 81, 62, 2, 12,
SUSTAIN, generalization, 81, 29, 1.0, 13,
SUSTAIN, generalization, 81, 59, 1, 13,
SUSTAIN, generalization, 81, 64, 1, 13,
SUSTAIN, generalization, 81, 46, 1.0, 14,
SUSTAIN, generalization, 81, 44, 1, 14,
SUSTAIN, generalization, 81, 1, 2, 14,
SUSTAIN, generalization, 81, 34, 1, 14,
SUSTAIN, generalization, 81, 16, 1, 14,
SUSTAIN, generalization, 81, 45, 1, 14,
SUSTAIN, generalization, 81, 12, 1, 14,
SUSTAIN, generalization, 81, 18, 1, 14,
SUSTAIN, generalization, 81, 8, 2.0, 15,
SUSTAIN, generalization, 81, 27, 1, 15,
SUSTAIN, generalization, 81, 6, 2, 15,
SUSTAIN, generalization, 81, 41, 1.0, 16,
SUSTAIN, generalization, 81, 32, 2.0, 17,
SUSTAIN, generalization, 81, 47, 1, 17,
SUSTAIN, generalization, 81, 56, 2, 17,
SUSTAIN, generalization, 81, 3, 1, 17,
SUSTAIN, generalization, 81, 55, 2, 17,
SUSTAIN, generalization, 81, 33, 1, 17,
SUSTAIN, generalization, 81, 42, 1, 17,
SUSTAIN, generalization, 81, 31, 2, 17,
SUSTAIN, generalization, 81, 39, 1.0, 18,
SUSTAIN, generalization, 81, 25, 2.0, 19,
SUSTAIN, generalization, 81, 23, 1, 19,
SUSTAIN, generalization, 81, 40, 1, 19,
SUSTAIN, generalization, 81, 2, 1, 19,
SUSTAIN, generalization, 81, 37, 1, 19,
SUSTAIN, generalization, 81, 63, 2, 19,
SUSTAIN, generalization, 81, 49, 1.0, 20,
SUSTAIN, generalization, 81, 50, 1, 20,
SUSTAIN, generalization, 81, 20, 2.0, 21,
SUSTAIN, generalization, 81, 61, 2, 21,
SUSTAIN, generalization, 81, 5, 1.0, 22,
SUSTAIN, generalization, 81, 57, 1, 22,
SUSTAIN, generalization, 81, 7, 2, 22,
SUSTAIN, generalization, 81, 52, 2, 22,
SUSTAIN, generalization, 81, 43, 1.0, 23,
SUSTAIN, generalization, 81, 26, 2, 23,
SUSTAIN, generalization, 81, 24, 1.0, 24,
SUSTAIN, generalization, 81, 17, 2.0, 25,
SUSTAIN, generalization, 81, 48, 1.0, 26,
SUSTAIN, generalization, 81, 53, 2, 26,
SUSTAIN, generalization, 81, 54, 1.0, 27,
SUSTAIN, generalization, 81, 14, 1, 27,
SUSTAIN, generalization, 81, 13, 2.0, 28,
SUSTAIN, generalization, 81, 30, 1, 28,
SUSTAIN, generalization, 81, 22, 1.0, 29,
SUSTAIN, generalization, 81, 19, 2, 29,
SUSTAIN, generalization, 81, 21, 1, 29,
SUSTAIN, generalization, 82, 19, 2, 7,
SUSTAIN, generalization, 82, 55, 2, 7,
SUSTAIN, generalization, 82, 31, 1.0, 8,
SUSTAIN, generalization, 82, 13, 2, 8,
SUSTAIN, generalization, 82, 50, 1.0, 9,
SUSTAIN, generalization, 82, 15, 1, 9,
SUSTAIN, generalization, 82, 48, 2, 9,
SUSTAIN, generalization, 82, 53, 1.0, 10,
SUSTAIN, generalization, 82, 34, 2.0, 11,
SUSTAIN, generalization, 82, 8, 2.0, 12,
SUSTAIN, generalization, 82, 46, 1, 12,
SUSTAIN, generalization, 82, 23, 1, 12,
SUSTAIN, generalization, 82, 11, 2, 12,
SUSTAIN, generalization, 82, 18, 1, 12,
SUSTAIN, generalization, 82, 30, 1, 12,
SUSTAIN, generalization, 82, 42, 1, 12,
SUSTAIN, generalization, 82, 41, 1, 12,
SUSTAIN, generalization, 82, 21, 2.0, 13,
SUSTAIN, generalization, 82, 32, 1, 13,
SUSTAIN, generalization, 82, 35, 2, 13,
SUSTAIN, generalization, 82, 7, 2, 13,
SUSTAIN, generalization, 82, 29, 2, 13,
SUSTAIN, generalization, 82, 26, 2, 13,
SUSTAIN, generalization, 82, 47, 2, 13,
SUSTAIN, generalization, 82, 27, 1.0, 14,
SUSTAIN, generalization, 82, 17, 1, 14,
SUSTAIN, generalization, 82, 64, 1, 14,
SUSTAIN, generalization, 82, 33, 2, 14,
SUSTAIN, generalization, 82, 4, 2.0, 15,
SUSTAIN, generalization, 82, 63, 2, 15,
SUSTAIN, generalization, 82, 10, 1, 15,
SUSTAIN, generalization, 82, 60, 2.0, 16,
SUSTAIN, generalization, 82, 45, 1, 16,
SUSTAIN, generalization, 82, 54, 1, 16,
SUSTAIN, generalization, 82, 39, 1, 16,
SUSTAIN, generalization, 82, 58, 1, 16,
SUSTAIN, generalization, 82, 49, 1, 16,
SUSTAIN, generalization, 82, 61, 2, 16,
SUSTAIN, generalization, 82, 37, 1.0, 17,
SUSTAIN, generalization, 82, 36, 1, 17,
SUSTAIN, generalization, 82, 1, 2, 17,
SUSTAIN, generalization, 82, 22, 2, 17,
SUSTAIN, generalization, 82, 14, 1.0, 18,
SUSTAIN, generalization, 82, 62, 2, 18,
SUSTAIN, generalization, 82, 24, 1.0, 19,
SUSTAIN, generalization, 82, 5, 2, 19,
SUSTAIN, generalization, 82, 38, 1, 19,
SUSTAIN, generalization, 82, 9, 1, 19,
SUSTAIN, generalization, 82, 2, 1, 19,
SUSTAIN, generalization, 82, 28, 1, 19,
SUSTAIN, generalization, 82, 25, 2.0, 20,
SUSTAIN, generalization, 82, 56, 2, 20,
SUSTAIN, generalization, 82, 59, 2, 20,
SUSTAIN, generalization, 82, 43, 2.0, 21,
SUSTAIN, generalization, 82, 16, 1, 21,
SUSTAIN, generalization, 82, 52, 1, 21,
SUSTAIN, generalization, 82, 3, 2, 21,
SUSTAIN, generalization, 82, 40, 1.0, 22,
SUSTAIN, generalization, 82, 12, 1.0, 23,
SUSTAIN, generalization, 82, 44, 2, 23,
SUSTAIN, generalization, 82, 6, 2.0, 24,
SUSTAIN, generalization, 82, 57, 2.0, 25,
SUSTAIN, generalization, 82, 20, 2, 25,
SUSTAIN, generalization, 82, 51, 2.0, 26,
SUSTAIN, generalization, 83, 45, 1.0, 7,
SUSTAIN, generalization, 83, 20, 2.0, 8,
SUSTAIN, generalization, 83, 26, 1.0, 9,
SUSTAIN, generalization, 83, 39, 1.0, 10,
SUSTAIN, generalization, 83, 57, 1.0, 11,
SUSTAIN, generalization, 83, 3, 1, 11,
SUSTAIN, generalization, 83, 40, 1, 11,
SUSTAIN, generalization, 83, 63, 2, 11,
SUSTAIN, generalization, 83, 38, 1, 11,
SUSTAIN, generalization, 83, 29, 2, 11,
SUSTAIN, generalization, 83, 36, 1, 11,
SUSTAIN, generalization, 83, 13, 2, 11,
SUSTAIN, generalization, 83, 42, 1.0, 12,
SUSTAIN, generalization, 83, 50, 1, 12,
SUSTAIN, generalization, 83, 56, 2, 12,
SUSTAIN, generalization, 83, 7, 1.0, 13,
SUSTAIN, generalization, 83, 62, 2, 13,
SUSTAIN, generalization, 83, 24, 1.0, 14,
SUSTAIN, generalization, 83, 54, 2, 14,
SUSTAIN, generalization, 83, 2, 1, 14,
SUSTAIN, generalization, 83, 11, 1, 14,
SUSTAIN, generalization, 83, 59, 1, 14,
SUSTAIN, generalization, 83, 12, 2, 14,
SUSTAIN, generalization, 83, 30, 2.0, 15,
SUSTAIN, generalization, 83, 35, 2.0, 16,
SUSTAIN, generalization, 83, 44, 1, 16,
SUSTAIN, generalization, 83, 53, 1, 16,
SUSTAIN, generalization, 83, 6, 1, 16,
SUSTAIN, generalization, 83, 17, 1, 16,
SUSTAIN, generalization, 83, 28, 2, 16,
SUSTAIN, generalization, 83, 51, 2.0, 17,
SUSTAIN, generalization, 83, 15, 1, 17,
SUSTAIN, generalization, 83, 47, 1, 17,
SUSTAIN, generalization, 83, 19, 2, 17,
SUSTAIN, generalization, 83, 23, 1, 17,
SUSTAIN, generalization, 83, 37, 2, 17,
SUSTAIN, generalization, 83, 14, 1.0, 18,
SUSTAIN, generalization, 83, 58, 1, 18,
SUSTAIN, generalization, 83, 5, 1.0, 19,
SUSTAIN, generalization, 83, 34, 2, 19,
SUSTAIN, generalization, 83, 25, 1, 19,
SUSTAIN, generalization, 83, 18, 1, 19,
SUSTAIN, generalization, 83, 27, 1, 19,
SUSTAIN, generalization, 83, 52, 2, 19,
SUSTAIN, generalization, 83, 41, 1, 19,
SUSTAIN, generalization, 83, 31, 2, 19,
SUSTAIN, generalization, 83, 55, 2, 19,
SUSTAIN, generalization, 83, 33, 1.0, 20,
SUSTAIN, generalization, 83, 64, 1, 20,
SUSTAIN, generalization, 83, 32, 2.0, 21,
SUSTAIN, generalization, 83, 10, 1, 21,
SUSTAIN, generalization, 83, 1, 2, 21,
SUSTAIN, generalization, 83, 22, 2.0, 22,
SUSTAIN, generalization, 83, 61, 1.0, 23,
SUSTAIN, generalization, 83, 16, 2.0, 24,
SUSTAIN, generalization, 83, 48, 1.0, 25,
SUSTAIN, generalization, 83, 4, 1, 25,
SUSTAIN, generalization, 83, 60, 1, 25,
SUSTAIN, generalization, 83, 9, 1, 25,
SUSTAIN, generalization, 83, 46, 1, 25,
SUSTAIN, generalization, 83, 43, 1, 25,
SUSTAIN, generalization, 83, 8, 1, 25,
SUSTAIN, generalization, 83, 49, 1.0, 26,
SUSTAIN, generalization, 83, 21, 2, 26,
SUSTAIN, generalization, 84, 17, 1, 6,
SUSTAIN, generalization, 84, 33, 1.0, 7,
SUSTAIN, generalization, 84, 5, 1, 7,
SUSTAIN, generalization, 84, 47, 2, 7,
SUSTAIN, generalization, 84, 26, 1, 7,
SUSTAIN, generalization, 84, 34, 1, 7,
SUSTAIN, generalization, 84, 11, 1, 7,
SUSTAIN, generalization, 84, 21, 1.0, 8,
SUSTAIN, generalization, 84, 6, 2.0, 9,
SUSTAIN, generalization, 84, 61, 2, 9,
SUSTAIN, generalization, 84, 25, 1, 9,
SUSTAIN, generalization, 84, 30, 1, 9,
SUSTAIN, generalization, 84, 43, 1.0, 10,
SUSTAIN, generalization, 84, 63, 2, 10,
SUSTAIN, generalization, 84, 53, 1.0, 11,
SUSTAIN, generalization, 84, 60, 2.0, 12,
SUSTAIN, generalization, 84, 20, 1, 12,
SUSTAIN, generalization, 84, 59, 2, 12,
SUSTAIN, generalization, 84, 36, 2.0, 13,
SUSTAIN, generalization, 84, 13, 1, 13,
SUSTAIN, generalization, 84, 49, 1.0, 14,
SUSTAIN, generalization, 84, 29, 1, 14,
SUSTAIN, generalization, 84, 39, 1.0, 15,
SUSTAIN, generalization, 84, 48, 2, 15,
SUSTAIN, generalization, 84, 40, 1, 15,
SUSTAIN, generalization, 84, 23, 1.0, 16,
SUSTAIN, generalization, 84, 24, 1, 16,
SUSTAIN, generalization, 84, 41, 1, 16,
SUSTAIN, generalization, 84, 1, 2, 16,
SUSTAIN, generalization, 84, 4, 2, 16,
SUSTAIN, generalization, 84, 45, 1, 16,
SUSTAIN, generalization, 84, 10, 1, 16,
SUSTAIN, generalization, 84, 51, 1, 16,
SUSTAIN, generalization, 84, 8, 1.0, 17,
SUSTAIN, generalization, 84, 35, 2, 17,
SUSTAIN, generalization, 84, 19, 1, 17,
SUSTAIN, generalization, 84, 62, 2, 17,
SUSTAIN, generalization, 84, 9, 1, 17,
SUSTAIN, generalization, 84, 37, 2, 17,
SUSTAIN, generalization, 84, 7, 1, 17,
SUSTAIN, generalization, 84, 27, 1.0, 18,
SUSTAIN, generalization, 84, 54, 1, 18,
SUSTAIN, generalization, 84, 3, 1, 18,
SUSTAIN, generalization, 84, 15, 1, 18,
SUSTAIN, generalization, 84, 22, 1, 18,
SUSTAIN, generalization, 84, 52, 1, 18,
SUSTAIN, generalization, 84, 32, 2.0, 19,
SUSTAIN, generalization, 84, 57, 2.0, 20,
SUSTAIN, generalization, 84, 44, 1, 20,
SUSTAIN, generalization, 84, 55, 2, 20,
SUSTAIN, generalization, 84, 58, 2, 20,
SUSTAIN, generalization, 84, 56, 2, 20,
SUSTAIN, generalization, 84, 12, 1.0, 21,
SUSTAIN, generalization, 84, 46, 2.0, 22,
SUSTAIN, generalization, 84, 42, 1, 22,
SUSTAIN, generalization, 84, 14, 2.0, 23,
SUSTAIN, generalization, 84, 18, 1.0, 24,
SUSTAIN, generalization, 84, 2, 1, 24,
SUSTAIN, generalization, 84, 38, 1, 24,
SUSTAIN, generalization, 84, 28, 1, 24,
SUSTAIN, generalization, 84, 16, 2.0, 25,
SUSTAIN, generalization, 84, 31, 2, 25,
SUSTAIN, generalization, 84, 50, 1, 25,
SUSTAIN, generalization, 84, 64, 1, 25,
